<Property>
LANETYPE = 211
LANECODE = 07
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302450.557000	4123986.548000	28.568000
302450.869000	4123986.057000	28.568000
302452.480000	4123983.526000	28.568000
302454.091000	4123980.995000	28.567000
302454.954000	4123979.640000	28.567000
302456.491000	4123977.145000	28.571000
302457.526000	4123975.313000	28.569000
302458.671000	4123973.266000	28.567000
302459.320000	4123971.913000	28.567000
302459.969000	4123970.561000	28.567000
302460.073000	4123970.343000	28.567000
302460.073000	4123970.343000	28.567000
302460.967000	4123968.498000	28.579000
302461.496000	4123967.094000	28.579000
302462.026000	4123965.691000	28.579000
302462.038000	4123965.658000	28.579000
302462.529000	4123964.241000	28.578000
302463.021000	4123962.824000	28.578000
302463.078000	4123962.659000	28.578000
302463.938000	4123959.785000	28.587000
302463.944000	4123959.765000	28.587000
302464.641000	4123956.847000	28.596000
302464.702000	4123956.592000	28.597000
302465.330000	4123953.658000	28.597000
302465.528000	4123952.733000	28.597000
302466.019000	4123949.773000	28.596000
302466.115000	4123949.197000	28.596000
302466.289000	4123947.675000	28.610000
302466.372000	4123946.723000	28.589000
302466.490000	4123945.469000	28.590000
302466.524000	4123944.987000	28.584000
302466.590000	4123944.052000	28.574000
302466.592000	4123942.963000	28.570000
302466.564000	4123940.915000	28.563000
302466.490000	4123939.102000	28.560000
