<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302493.989000	4124462.886000	28.485000
302494.256000	4124464.399000	28.414000
302494.802000	4124466.552000	28.426000
302495.180000	4124467.698000	28.427000
