<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302673.204000	4124410.489000	28.533000
302673.221000	4124408.923000	28.533000
302673.237000	4124406.874000	28.536000
302673.252000	4124404.825000	28.540000
302673.260000	4124403.462000	28.531000
