<Property>
ROADTYPE = 1
CODE = 5


----------
<Data>
x	y	z
302452.069000	4124355.757000	28.492000
302452.069000	4124355.757000	28.492000
302452.002000	4124356.868000	28.492000
302452.002000	4124356.868000	28.492000
302451.970000	4124357.607000	28.493000
302451.970000	4124357.607000	28.493000
302451.933000	4124358.213000	28.482000
302451.897000	4124358.818000	28.470000
302451.897000	4124358.818000	28.470000
302451.838000	4124359.621000	28.465000
302451.838000	4124359.621000	28.465000
302451.796000	4124360.283000	28.465000
302451.796000	4124360.283000	28.465000
302451.747000	4124360.982000	28.469000
302451.747000	4124360.982000	28.469000
302451.691000	4124361.693000	28.468000
302451.691000	4124361.693000	28.468000
302451.568000	4124362.964000	28.440000
302451.568000	4124362.964000	28.440000
302451.519000	4124363.730000	28.440000
302451.519000	4124363.730000	28.440000
302451.422000	4124364.606000	28.442000
302451.422000	4124364.606000	28.442000
302451.280000	4124365.890000	28.445000
302451.280000	4124365.890000	28.445000
302451.177000	4124366.750000	28.445000
302451.177000	4124366.750000	28.445000
302451.036000	4124367.764000	28.445000
302451.036000	4124367.764000	28.445000
302450.942000	4124368.357000	28.445000
302450.929000	4124368.437000	28.445000
302450.848000	4124368.950000	28.444000
302450.835000	4124369.031000	28.444000
302450.835000	4124369.031000	28.444000
302450.598000	4124370.512000	28.444000
302450.598000	4124370.512000	28.444000
302450.422000	4124371.518000	28.444000
302450.422000	4124371.518000	28.444000
302450.399000	4124371.644000	28.444000
302450.399000	4124371.644000	28.444000
302450.145000	4124372.938000	28.446000
302450.145000	4124372.938000	28.446000
302449.876000	4124374.413000	28.448000
302449.876000	4124374.413000	28.448000
302449.728000	4124375.118000	28.449000
302449.579000	4124375.822000	28.451000
302449.579000	4124375.822000	28.451000
302449.251000	4124377.271000	28.452000
302449.251000	4124377.271000	28.452000
302449.157000	4124377.653000	28.453000
302449.157000	4124377.653000	28.453000
302448.990000	4124378.381000	28.455000
302448.988000	4124378.387000	28.455000
302448.812000	4124379.110000	28.456000
302448.633000	4124379.838000	28.458000
302448.633000	4124379.838000	28.458000
302448.316000	4124381.052000	28.458000
302448.316000	4124381.052000	28.458000
302448.145000	4124381.773000	28.458000
302447.973000	4124382.494000	28.459000
302447.973000	4124382.494000	28.459000
302447.727000	4124383.456000	28.459000
302447.727000	4124383.456000	28.459000
302447.555000	4124384.069000	28.460000
302447.383000	4124384.682000	28.461000
302447.325000	4124384.887000	28.461000
302447.150000	4124385.500000	28.462000
302447.150000	4124385.500000	28.462000
302447.128000	4124385.575000	28.462000
302447.128000	4124385.575000	28.462000
302446.855000	4124386.485000	28.461000
302446.855000	4124386.485000	28.461000
302446.641000	4124387.203000	28.462000
302446.427000	4124387.922000	28.463000
302446.427000	4124387.922000	28.463000
302446.167000	4124388.721000	28.463000
302446.167000	4124388.721000	28.463000
302445.872000	4124389.676000	28.462000
302445.872000	4124389.676000	28.462000
302445.613000	4124390.503000	28.462000
302445.613000	4124390.503000	28.462000
302445.325000	4124391.278000	28.461000
302445.325000	4124391.278000	28.461000
302445.085000	4124391.960000	28.461000
302445.085000	4124391.960000	28.461000
302444.777000	4124392.844000	28.459000
302444.777000	4124392.844000	28.459000
302444.429000	4124393.851000	28.456000
302444.429000	4124393.851000	28.456000
302444.175000	4124394.527000	28.457000
302444.175000	4124394.527000	28.457000
302443.892000	4124395.257000	28.454000
302443.892000	4124395.257000	28.454000
302443.579000	4124396.047000	28.454000
302443.579000	4124396.047000	28.454000
302443.256000	4124396.878000	28.455000
302443.256000	4124396.878000	28.455000
302442.966000	4124397.581000	28.455000
302442.966000	4124397.581000	28.455000
302442.653000	4124398.398000	28.455000
302442.653000	4124398.398000	28.455000
302442.346000	4124399.135000	28.455000
302442.346000	4124399.135000	28.455000
302442.064000	4124399.716000	28.457000
302442.064000	4124399.716000	28.457000
302441.847000	4124400.226000	28.458000
302441.847000	4124400.226000	28.458000
302441.550000	4124400.955000	28.457000
302441.550000	4124400.955000	28.457000
302441.092000	4124401.984000	28.458000
302441.092000	4124401.984000	28.458000
302440.652000	4124402.908000	28.459000
302440.652000	4124402.908000	28.459000
302440.245000	4124403.785000	28.459000
302440.245000	4124403.785000	28.459000
302439.681000	4124404.981000	28.459000
302439.681000	4124404.981000	28.459000
302439.301000	4124405.719000	28.457000
302439.301000	4124405.719000	28.457000
302438.720000	4124406.916000	28.456000
302438.720000	4124406.916000	28.456000
302438.369000	4124407.630000	28.456000
302438.369000	4124407.630000	28.456000
302438.062000	4124408.208000	28.457000
302438.062000	4124408.208000	28.457000
302437.651000	4124408.994000	28.458000
302437.651000	4124408.994000	28.458000
302437.182000	4124409.896000	28.474000
302437.182000	4124409.896000	28.474000
302436.477000	4124411.221000	28.476000
302436.477000	4124411.221000	28.476000
302436.395000	4124411.366000	28.477000
302436.395000	4124411.366000	28.477000
302435.887000	4124412.311000	28.463000
302435.887000	4124412.311000	28.463000
302435.146000	4124413.615000	28.465000
302435.146000	4124413.615000	28.465000
302434.714000	4124414.388000	28.463000
302434.714000	4124414.388000	28.463000
302434.338000	4124415.005000	28.465000
302434.338000	4124415.005000	28.465000
302433.686000	4124416.040000	28.467000
302433.686000	4124416.040000	28.467000
302433.192000	4124416.857000	28.466000
302433.192000	4124416.857000	28.466000
302432.466000	4124417.971000	28.465000
302432.466000	4124417.971000	28.465000
302432.012000	4124418.673000	28.466000
302432.012000	4124418.673000	28.466000
302431.415000	4124419.547000	28.468000
302431.415000	4124419.547000	28.468000
302430.720000	4124420.578000	28.467000
302430.720000	4124420.578000	28.467000
302430.720000	4124420.578000	28.467000
302430.720000	4124420.578000	28.467000
302430.110000	4124421.451000	28.463000
302430.110000	4124421.451000	28.463000
302429.249000	4124422.680000	28.461000
302429.249000	4124422.680000	28.461000
302428.738000	4124423.375000	28.460000
302428.738000	4124423.375000	28.460000
302428.576000	4124423.591000	28.459000
302428.576000	4124423.591000	28.459000
302428.161000	4124424.196000	28.459000
302428.161000	4124424.196000	28.459000
302427.262000	4124425.397000	28.455000
302427.262000	4124425.397000	28.455000
302426.618000	4124426.268000	28.454000
302426.618000	4124426.268000	28.454000
302426.287000	4124426.689000	28.454000
302426.287000	4124426.689000	28.454000
302425.732000	4124427.413000	28.453000
302425.732000	4124427.413000	28.453000
302424.805000	4124428.592000	28.453000
302424.805000	4124428.592000	28.453000
302424.170000	4124429.426000	28.452000
302424.170000	4124429.426000	28.452000
302424.022000	4124429.603000	28.452000
302424.022000	4124429.603000	28.452000
302423.346000	4124430.399000	28.456000
302423.346000	4124430.399000	28.456000
302422.384000	4124431.549000	28.456000
302422.384000	4124431.549000	28.456000
302421.653000	4124432.423000	28.456000
302421.653000	4124432.423000	28.456000
302420.922000	4124433.240000	28.456000
302420.922000	4124433.240000	28.456000
302420.041000	4124434.231000	28.456000
302420.041000	4124434.231000	28.456000
302419.041000	4124435.348000	28.456000
302419.041000	4124435.348000	28.456000
302418.169000	4124436.312000	28.453000
302418.169000	4124436.312000	28.453000
302418.077000	4124436.408000	28.453000
302418.077000	4124436.408000	28.453000
302417.312000	4124437.248000	28.454000
302417.312000	4124437.248000	28.454000
302416.791000	4124437.787000	28.453000
302416.270000	4124438.326000	28.451000
302416.270000	4124438.326000	28.451000
302415.260000	4124439.435000	28.453000
302415.260000	4124439.435000	28.453000
302414.440000	4124440.311000	28.448000
302414.440000	4124440.311000	28.448000
302413.925000	4124440.868000	28.448000
302413.925000	4124440.868000	28.448000
302413.282000	4124441.554000	28.444000
302413.282000	4124441.554000	28.444000
302412.263000	4124442.654000	28.444000
302412.263000	4124442.654000	28.444000
302411.554000	4124443.441000	28.440000
302411.554000	4124443.441000	28.440000
302411.327000	4124443.709000	28.440000
302411.327000	4124443.709000	28.440000
302410.644000	4124444.462000	28.439000
302410.644000	4124444.462000	28.439000
302409.675000	4124445.607000	28.441000
302409.675000	4124445.607000	28.441000
302409.079000	4124446.303000	28.440000
302409.079000	4124446.303000	28.440000
302409.040000	4124446.351000	28.440000
302409.040000	4124446.351000	28.440000
302408.094000	4124447.516000	28.441000
302408.094000	4124447.516000	28.441000
302407.321000	4124448.476000	28.441000
302407.321000	4124448.476000	28.441000
302407.041000	4124448.837000	28.440000
302407.041000	4124448.837000	28.440000
302406.306000	4124449.768000	28.440000
302406.306000	4124449.768000	28.440000
302405.387000	4124450.954000	28.439000
302405.387000	4124450.954000	28.439000
302404.612000	4124451.994000	28.439000
302404.612000	4124451.994000	28.439000
302404.280000	4124452.455000	28.439000
302404.280000	4124452.455000	28.439000
302403.751000	4124453.197000	28.439000
302403.751000	4124453.197000	28.439000
302402.875000	4124454.415000	28.438000
302402.875000	4124454.415000	28.438000
302402.290000	4124455.245000	28.438000
302402.290000	4124455.245000	28.438000
302402.222000	4124455.343000	28.438000
302402.222000	4124455.343000	28.438000
302401.375000	4124456.581000	28.438000
302401.375000	4124456.581000	28.438000
302400.846000	4124457.369000	28.437000
302400.846000	4124457.369000	28.437000
302400.729000	4124457.547000	28.437000
302400.729000	4124457.547000	28.437000
302400.298000	4124458.221000	28.437000
302400.298000	4124458.221000	28.437000
302399.474000	4124459.475000	28.437000
302399.474000	4124459.475000	28.437000
302399.046000	4124460.177000	28.435000
302399.046000	4124460.177000	28.435000
302399.046000	4124460.177000	28.435000
302399.046000	4124460.177000	28.435000
302398.610000	4124460.881000	28.433000
302398.610000	4124460.881000	28.433000
302397.838000	4124462.166000	28.431000
302397.838000	4124462.166000	28.431000
302397.408000	4124462.884000	28.428000
302397.408000	4124462.884000	28.428000
302396.980000	4124463.631000	28.431000
302396.980000	4124463.631000	28.431000
302396.382000	4124464.688000	28.435000
302396.382000	4124464.688000	28.435000
302396.067000	4124465.237000	28.438000
302396.067000	4124465.237000	28.438000
302395.369000	4124466.565000	28.442000
302395.369000	4124466.565000	28.442000
302394.856000	4124467.505000	28.441000
302394.856000	4124467.505000	28.441000
302394.855000	4124467.507000	28.441000
302394.855000	4124467.507000	28.441000
302394.396000	4124468.408000	28.436000
302394.396000	4124468.408000	28.436000
302393.676000	4124469.823000	28.308000
302392.885000	4124471.502000	28.305000
302392.360000	4124472.614000	28.302000
