<Property>
LANETYPE = 212
LANECODE = 03
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302419.467000	4123022.677000	28.443000
302419.650000	4123022.751000	28.443000
302421.952000	4123023.687000	28.445000
302424.254000	4123024.623000	28.446000
302426.555000	4123025.559000	28.448000
302428.486000	4123026.335000	28.446000
302430.416000	4123027.111000	28.443000
302432.346000	4123027.887000	28.441000
302434.051000	4123028.553000	28.442000
302435.756000	4123029.219000	28.443000
302437.604000	4123029.965000	28.449000
302439.451000	4123030.710000	28.456000
302441.349000	4123031.472000	28.456000
302443.247000	4123032.234000	28.456000
302445.145000	4123032.996000	28.456000
302447.167000	4123033.801000	28.458000
302449.189000	4123034.605000	28.460000
302451.662000	4123035.596000	28.463000
302454.134000	4123036.586000	28.466000
302456.477000	4123037.533000	28.464000
302458.820000	4123038.479000	28.461000
302461.162000	4123039.426000	28.459000
302463.505000	4123040.372000	28.457000
302465.353000	4123041.124000	28.458000
302467.200000	4123041.876000	28.460000
302469.905000	4123042.966000	28.460000
302472.609000	4123044.055000	28.461000
302475.119000	4123044.994000	28.482000
302477.629000	4123045.933000	28.504000
302479.742000	4123047.009000	28.511000
302481.855000	4123048.085000	28.519000
302483.405000	4123048.908000	28.524000
302484.955000	4123049.730000	28.530000
302486.540000	4123050.640000	28.533000
302488.125000	4123051.550000	28.537000
302489.566000	4123052.497000	28.536000
302491.006000	4123053.443000	28.536000
302492.643000	4123054.667000	28.541000
302494.280000	4123055.891000	28.546000
302495.484000	4123056.878000	28.549000
302496.688000	4123057.865000	28.552000
302497.961000	4123059.140000	28.549000
302499.233000	4123060.415000	28.546000
302500.705000	4123062.028000	28.546000
302502.176000	4123063.641000	28.547000
302503.270000	4123065.017000	28.547000
302504.364000	4123066.392000	28.547000
302505.911000	4123068.514000	28.550000
302507.209000	4123070.417000	28.546000
302508.506000	4123072.320000	28.542000
302509.902000	4123074.832000	28.537000
302511.297000	4123077.344000	28.533000
302512.226000	4123079.444000	28.535000
302513.154000	4123081.544000	28.537000
302513.693000	4123083.103000	28.539000
302514.231000	4123084.662000	28.542000
302515.043000	4123087.241000	28.550000
302515.592000	4123089.846000	28.549000
302516.140000	4123092.450000	28.548000
302516.684000	4123095.030000	28.537000
302517.228000	4123097.610000	28.527000
302517.461000	4123100.060000	28.526000
302517.694000	4123102.510000	28.526000
302517.732000	4123104.981000	28.526000
302517.770000	4123107.451000	28.526000
302517.458000	4123110.365000	28.536000
302517.145000	4123113.278000	28.546000
302516.803000	4123115.755000	28.544000
302516.461000	4123118.232000	28.543000
302515.944000	4123120.330000	28.543000
302515.427000	4123122.427000	28.544000
302514.726000	4123124.380000	28.545000
302514.025000	4123126.333000	28.547000
302513.323000	4123128.285000	28.548000
302512.551000	4123130.229000	28.548000
302511.779000	4123132.173000	28.547000
302511.006000	4123134.116000	28.547000
302509.549000	4123136.483000	28.544000
302508.092000	4123138.849000	28.541000
302507.186000	4123140.247000	28.540000
302506.279000	4123141.644000	28.540000
302504.868000	4123143.525000	28.545000
302503.457000	4123145.406000	28.551000
302502.336000	4123146.594000	28.562000
302501.214000	4123147.781000	28.573000
302500.226000	4123148.951000	28.578000
302499.238000	4123150.121000	28.584000
302498.081000	4123151.181000	28.579000
302496.923000	4123152.240000	28.574000
302495.348000	4123153.560000	28.565000
302493.772000	4123154.879000	28.557000
302492.071000	4123156.149000	28.551000
302490.370000	4123157.419000	28.546000
302488.802000	4123158.438000	28.543000
302486.756000	4123159.715000	28.548000
302485.136000	4123160.570000	28.551000
302483.516000	4123161.424000	28.554000
302481.004000	4123162.692000	28.555000
302479.054000	4123163.552000	28.555000
302477.104000	4123164.411000	28.555000
302474.593000	4123165.359000	28.557000
302472.855000	4123165.885000	28.556000
302471.117000	4123166.411000	28.556000
302469.216000	4123166.885000	28.557000
302467.314000	4123167.358000	28.558000
302464.721000	4123167.905000	28.556000
302462.580000	4123168.205000	28.551000
302460.438000	4123168.504000	28.547000
302458.270000	4123168.614000	28.534000
302456.101000	4123168.724000	28.522000
302454.089000	4123168.775000	28.518000
302452.077000	4123168.826000	28.514000
302449.401000	4123168.776000	28.511000
302446.725000	4123168.725000	28.508000
302444.030000	4123168.748000	28.504000
302441.334000	4123168.770000	28.500000
302438.663000	4123168.722000	28.494000
302435.991000	4123168.673000	28.489000
302433.469000	4123168.657000	28.489000
302430.947000	4123168.641000	28.490000
302428.424000	4123168.625000	28.490000
302426.025000	4123168.606000	28.489000
302423.626000	4123168.586000	28.488000
302421.227000	4123168.566000	28.488000
302418.828000	4123168.546000	28.487000
302416.272000	4123168.556000	28.481000
302413.715000	4123168.566000	28.476000
302411.650000	4123168.541000	28.481000
302409.585000	4123168.516000	28.487000
302407.519000	4123168.491000	28.492000
302405.164000	4123168.491000	28.500000
302402.808000	4123168.490000	28.509000
302400.391000	4123168.515000	28.493000
302397.974000	4123168.540000	28.478000
302395.556000	4123168.564000	28.462000
302393.327000	4123168.598000	28.448000
302391.097000	4123168.632000	28.435000
