<Property>
LANETYPE = 212
LANECODE = 03
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302660.074000	4124137.428000	28.414000
302660.109000	4124135.398000	28.418000
302660.144000	4124133.368000	28.423000
302660.163000	4124130.918000	28.426000
302660.182000	4124128.468000	28.429000
302660.194000	4124125.865000	28.432000
302660.207000	4124123.262000	28.434000
302660.216000	4124120.770000	28.434000
302660.226000	4124118.278000	28.434000
302660.239000	4124115.762000	28.434000
302660.252000	4124113.247000	28.433000
302660.263000	4124110.771000	28.428000
302660.275000	4124108.295000	28.424000
302660.287000	4124105.824000	28.426000
302660.300000	4124103.353000	28.428000
302660.315000	4124100.821000	28.430000
302660.330000	4124098.289000	28.432000
302660.345000	4124095.813000	28.432000
302660.360000	4124093.337000	28.433000
302660.370000	4124090.835000	28.439000
302660.380000	4124088.333000	28.444000
302660.390000	4124085.833000	28.449000
302660.400000	4124083.333000	28.454000
302660.410000	4124080.871000	28.460000
302660.419000	4124078.409000	28.465000
302660.434000	4124075.888000	28.462000
302660.448000	4124073.367000	28.458000
302660.462000	4124070.873000	28.457000
302660.476000	4124068.379000	28.456000
302660.487000	4124065.899000	28.457000
302660.499000	4124063.419000	28.458000
302660.510000	4124060.888000	28.461000
302660.521000	4124058.358000	28.464000
302660.527000	4124055.872000	28.466000
302660.532000	4124053.386000	28.468000
302660.544000	4124050.877000	28.466000
302660.556000	4124048.367000	28.464000
302660.566000	4124045.898000	28.465000
302660.576000	4124043.429000	28.466000
302660.585000	4124040.971000	28.466000
302660.594000	4124038.513000	28.466000
302660.619000	4124035.984000	28.462000
302660.644000	4124033.455000	28.458000
302660.648000	4124030.962000	28.455000
302660.653000	4124028.468000	28.452000
302660.663000	4124025.971000	28.448000
302660.673000	4124023.473000	28.445000
302660.689000	4124020.935000	28.443000
302660.705000	4124018.396000	28.440000
302660.722000	4124016.018000	28.442000
302660.739000	4124013.640000	28.443000
302660.756000	4124011.110000	28.446000
302660.773000	4124008.580000	28.449000
302660.782000	4124006.093000	28.457000
302660.790000	4124003.606000	28.464000
302660.809000	4124001.099000	28.467000
302660.828000	4123998.592000	28.471000
302660.832000	4123996.513000	28.468000
302660.837000	4123994.435000	28.466000
