<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302676.303000	4123954.019000	28.514000
302676.310000	4123951.799000	28.514000
302676.317000	4123949.578000	28.514000
302676.323000	4123947.357000	28.514000
302676.343000	4123944.912000	28.514000
302676.363000	4123942.466000	28.513000
302676.383000	4123940.021000	28.512000
302676.390000	4123937.715000	28.512000
302676.397000	4123935.409000	28.511000
302676.404000	4123933.103000	28.511000
302676.411000	4123930.796000	28.511000
302676.416000	4123929.016000	28.513000
302676.422000	4123927.235000	28.516000
