<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
301994.969000	4122495.781000	29.170000
301994.596000	4122493.551000	29.171000
301994.224000	4122491.321000	29.173000
301993.851000	4122489.091000	29.174000
301993.479000	4122486.861000	29.176000
