<Property>
LANETYPE = 212
LANECODE = 03
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302363.714000	4123241.813000	28.485000
302365.062000	4123241.709000	28.482000
302365.472000	4123241.678000	28.482000
302367.601000	4123241.392000	28.469000
302369.087000	4123241.186000	28.465000
302370.573000	4123240.981000	28.461000
302371.881000	4123240.800000	28.457000
302373.355000	4123240.522000	28.455000
302374.829000	4123240.244000	28.452000
302375.178000	4123240.178000	28.451000
302377.538000	4123239.589000	28.451000
302378.974000	4123239.155000	28.456000
302380.409000	4123238.721000	28.461000
302381.506000	4123238.390000	28.465000
302384.338000	4123237.398000	28.480000
302386.831000	4123236.525000	28.493000
302388.224000	4123235.969000	28.494000
302389.618000	4123235.413000	28.495000
302391.011000	4123234.857000	28.496000
302392.404000	4123234.301000	28.497000
302395.190000	4123233.189000	28.499000
302396.296000	4123232.747000	28.499000
302397.707000	4123232.239000	28.499000
302399.118000	4123231.730000	28.499000
302401.001000	4123231.051000	28.499000
302402.436000	4123230.614000	28.494000
302403.871000	4123230.177000	28.490000
302405.549000	4123229.666000	28.484000
302407.009000	4123229.324000	28.485000
302408.470000	4123228.983000	28.485000
302411.391000	4123228.299000	28.487000
302411.560000	4123228.259000	28.487000
302414.546000	4123227.972000	28.497000
302415.387000	4123227.891000	28.499000
302418.157000	4123227.769000	28.510000
302421.156000	4123227.704000	28.512000
302421.587000	4123227.695000	28.513000
302423.086000	4123227.752000	28.513000
302424.585000	4123227.808000	28.513000
302425.250000	4123227.833000	28.513000
302428.248000	4123227.935000	28.511000
302429.053000	4123227.962000	28.510000
302432.025000	4123228.369000	28.516000
302432.063000	4123228.374000	28.516000
302433.524000	4123228.716000	28.513000
302434.984000	4123229.058000	28.510000
302435.253000	4123229.121000	28.510000
302438.150000	4123229.899000	28.509000
302438.943000	4123230.112000	28.508000
302440.374000	4123230.562000	28.509000
302441.804000	4123231.013000	28.509000
302442.409000	4123231.203000	28.510000
302444.860000	4123232.140000	28.517000
302446.210000	4123232.793000	28.515000
302447.561000	4123233.446000	28.513000
302450.262000	4123234.751000	28.510000
302452.963000	4123236.057000	28.506000
302453.835000	4123236.479000	28.505000
302456.511000	4123237.835000	28.507000
302458.963000	4123239.077000	28.508000
302461.663000	4123240.384000	28.502000
302462.739000	4123240.905000	28.499000
302465.513000	4123242.047000	28.492000
302466.517000	4123242.460000	28.489000
302469.357000	4123243.419000	28.490000
302472.087000	4123244.254000	28.490000
302474.428000	4123245.004000	28.490000
302475.876000	4123245.392000	28.493000
302477.325000	4123245.781000	28.497000
302477.460000	4123245.817000	28.498000
302480.391000	4123246.456000	28.497000
302481.634000	4123246.727000	28.497000
302483.118000	4123246.951000	28.499000
302484.601000	4123247.175000	28.501000
302485.575000	4123247.322000	28.503000
302488.542000	4123247.515000	28.505000
302490.041000	4123247.577000	28.505000
302491.539000	4123247.640000	28.506000
302491.698000	4123247.646000	28.506000
302494.049000	4123247.720000	28.497000
302497.049000	4123247.751000	28.497000
302497.516000	4123247.756000	28.497000
302500.512000	4123247.611000	28.492000
302501.400000	4123247.568000	28.491000
302503.229000	4123247.487000	28.494000
302505.978000	4123247.224000	28.494000
302508.942000	4123246.758000	28.497000
302509.021000	4123246.746000	28.497000
302511.585000	4123246.295000	28.505000
302514.483000	4123245.599000	28.512000
302517.371000	4123244.821000	28.521000
302520.235000	4123243.930000	28.532000
302521.135000	4123243.650000	28.536000
302523.797000	4123242.636000	28.536000
302525.177000	4123242.049000	28.535000
302526.557000	4123241.461000	28.533000
302526.821000	4123241.349000	28.533000
302528.187000	4123240.729000	28.533000
302529.553000	4123240.108000	28.534000
302530.422000	4123239.714000	28.534000
302532.184000	4123238.883000	28.530000
302533.232000	4123238.329000	28.533000
302535.120000	4123237.330000	28.531000
302536.407000	4123236.558000	28.530000
302537.693000	4123235.786000	28.530000
302539.094000	4123234.945000	28.529000
302540.347000	4123234.120000	28.529000
302541.600000	4123233.296000	28.529000
302542.172000	4123232.920000	28.529000
302543.350000	4123231.991000	28.524000
302544.527000	4123231.062000	28.519000
302544.648000	4123230.967000	28.519000
