<Property>
LANETYPE = 112
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302162.713000	4122442.358000	28.686000
302159.973000	4122442.838000	28.702000
302157.233000	4122443.318000	28.718000
302154.493000	4122443.798000	28.734000
