<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302041.846000	4123000.553000	28.881000
302041.837000	4122998.015000	28.879000
302041.823000	4122995.025000	28.860000
302041.808000	4122992.035000	28.842000
302041.867000	4122989.464000	28.844000
302041.925000	4122986.892000	28.847000
302041.984000	4122984.321000	28.849000
302042.043000	4122981.750000	28.851000
302042.101000	4122979.178000	28.853000
302042.258000	4122976.665000	28.854000
302042.415000	4122974.153000	28.855000
302042.572000	4122971.640000	28.855000
302042.729000	4122969.127000	28.856000
302042.886000	4122966.615000	28.857000
302043.043000	4122964.102000	28.857000
302043.240000	4122962.092000	28.857000
302043.438000	4122960.083000	28.856000
302043.635000	4122958.073000	28.856000
302043.942000	4122955.840000	28.857000
302044.249000	4122953.607000	28.857000
302044.557000	4122951.374000	28.857000
302044.864000	4122949.141000	28.858000
302045.289000	4122946.751000	28.854000
302045.714000	4122944.361000	28.849000
302046.138000	4122941.971000	28.845000
302046.563000	4122939.581000	28.841000
302046.988000	4122937.191000	28.837000
302047.554000	4122934.653000	28.831000
302048.121000	4122932.116000	28.825000
302048.687000	4122929.579000	28.819000
302049.254000	4122927.041000	28.813000
302050.005000	4122924.138000	28.818000
302050.756000	4122921.236000	28.822000
302051.508000	4122918.333000	28.827000
302052.238000	4122915.884000	28.829000
302052.968000	4122913.435000	28.831000
302053.698000	4122910.986000	28.833000
302054.428000	4122908.537000	28.835000
302055.134000	4122906.309000	28.835000
302055.840000	4122904.080000	28.834000
302056.546000	4122901.852000	28.834000
302057.458000	4122899.205000	28.833000
302058.369000	4122896.559000	28.833000
302059.333000	4122893.923000	28.829000
302060.297000	4122891.288000	28.826000
302061.260000	4122888.652000	28.822000
302062.027000	4122886.777000	28.825000
302062.793000	4122884.902000	28.828000
302063.560000	4122883.027000	28.831000
302064.601000	4122880.683000	28.837000
302065.643000	4122878.338000	28.843000
302066.684000	4122875.994000	28.849000
302067.726000	4122873.649000	28.855000
302069.029000	4122870.973000	28.865000
302070.332000	4122868.298000	28.875000
302071.635000	4122865.622000	28.885000
302072.938000	4122862.946000	28.895000
302074.241000	4122860.270000	28.905000
302075.682000	4122857.650000	28.890000
302077.124000	4122855.030000	28.875000
302078.565000	4122852.410000	28.860000
302080.006000	4122849.790000	28.844000
302081.339000	4122847.650000	28.850000
302082.671000	4122845.510000	28.856000
302084.003000	4122843.369000	28.862000
302085.336000	4122841.229000	28.867000
302086.668000	4122839.089000	28.873000
302088.000000	4122836.949000	28.879000
302089.682000	4122834.498000	28.878000
302091.364000	4122832.046000	28.877000
302093.045000	4122829.595000	28.877000
302094.727000	4122827.143000	28.876000
302096.260000	4122825.041000	28.878000
302097.793000	4122822.938000	28.880000
302099.326000	4122820.836000	28.882000
302100.859000	4122818.733000	28.884000
302102.593000	4122816.627000	28.875000
302104.328000	4122814.521000	28.865000
302106.062000	4122812.415000	28.856000
302107.796000	4122810.309000	28.847000
302109.498000	4122808.376000	28.844000
302111.200000	4122806.442000	28.841000
302112.901000	4122804.508000	28.839000
302114.603000	4122802.574000	28.836000
302116.240000	4122800.779000	28.838000
302117.878000	4122798.983000	28.840000
302119.515000	4122797.187000	28.842000
302121.152000	4122795.391000	28.844000
302122.810000	4122793.686000	28.844000
302124.467000	4122791.980000	28.844000
302126.124000	4122790.274000	28.844000
302128.126000	4122788.390000	28.847000
302130.127000	4122786.505000	28.851000
302132.128000	4122784.620000	28.854000
302133.835000	4122783.123000	28.855000
302135.543000	4122781.626000	28.857000
302137.250000	4122780.129000	28.858000
302138.957000	4122778.631000	28.860000
302140.946000	4122776.982000	28.859000
302142.934000	4122775.332000	28.857000
302144.923000	4122773.683000	28.856000
302146.911000	4122772.033000	28.855000
302148.674000	4122770.621000	28.854000
302150.438000	4122769.208000	28.852000
302152.201000	4122767.796000	28.851000
302153.964000	4122766.383000	28.850000
302156.311000	4122764.650000	28.850000
302158.657000	4122762.916000	28.851000
302161.003000	4122761.182000	28.851000
302163.112000	4122759.754000	28.848000
302165.221000	4122758.326000	28.844000
302167.330000	4122756.897000	28.841000
302169.551000	4122755.481000	28.834000
302171.772000	4122754.065000	28.827000
302173.992000	4122752.649000	28.820000
302176.266000	4122751.192000	28.822000
302178.539000	4122749.735000	28.824000
302180.812000	4122748.278000	28.826000
302183.272000	4122746.872000	28.824000
302185.732000	4122745.466000	28.822000
302188.192000	4122744.059000	28.820000
302189.995000	4122743.094000	28.817000
302191.798000	4122742.128000	28.813000
302193.601000	4122741.162000	28.810000
302195.408000	4122740.262000	28.805000
302197.214000	4122739.361000	28.799000
