<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302676.159000	4123994.390000	28.504000
302676.169000	4123992.881000	28.504000
302676.179000	4123991.371000	28.503000
302676.189000	4123988.951000	28.501000
302676.200000	4123986.532000	28.499000
302676.210000	4123984.112000	28.498000
302676.221000	4123981.693000	28.496000
302676.231000	4123979.273000	28.494000
302676.234000	4123976.504000	28.496000
302676.237000	4123973.735000	28.497000
302676.240000	4123970.965000	28.499000
302676.242000	4123968.196000	28.501000
302676.254000	4123965.692000	28.504000
302676.265000	4123963.188000	28.506000
302676.276000	4123960.684000	28.509000
302676.287000	4123958.180000	28.512000
302676.298000	4123955.676000	28.514000
302676.303000	4123954.019000	28.514000
