302487.2631590	4123747.1549200	28.3450520
302487.2651300	4123747.1058480	28.3450510
302487.2670960	4123747.0562870	28.3450500
302487.2690650	4123747.0063600	28.3450480
302487.2710330	4123746.9559450	28.3450470
302487.2729970	4123746.9051640	28.3450450
302487.2748990	4123746.8556040	28.3450430
302487.2767950	4123746.8060430	28.3450420
302487.2786890	4123746.7559940	28.3450400
302487.2805830	4123746.7058230	28.3450380
302487.2824750	4123746.6554080	28.3450370
302487.2843460	4123746.6054810	28.3450350
302487.2862000	4123746.5556770	28.3450330
302487.2880540	4123746.5057500	28.3450320
302487.2899100	4123746.4557010	28.3450300
302487.2917660	4123746.4055300	28.3450280
302487.2936160	4123746.3553590	28.3450260
302487.2954620	4123746.3054330	28.3450240
302487.2973070	4123746.2553840	28.3450230
302487.2991510	4123746.2054570	28.3450210
302487.3009950	4123746.1555300	28.3450190
302487.3028420	4123746.1056040	28.3450170
302487.3047050	4123746.0553110	28.3450160
302487.3065670	4123746.0051400	28.3450140
302487.3084320	4123745.9550910	28.3450120
302487.3102980	4123745.9052860	28.3450100
302487.3121630	4123745.8556040	28.3450090
302487.3140550	4123745.8054330	28.3450070
302487.3159700	4123745.7550180	28.3450050
302487.3178830	4123745.7048470	28.3450040
302487.3197980	4123745.6549200	28.3450020
302487.3217130	4123745.6054810	28.3450010
302487.3236570	4123745.5556770	28.3449990
302487.3256570	4123745.5048960	28.3449970
302487.3276560	4123745.4546030	28.3449960
302487.3296570	4123745.4046760	28.3449950
302487.3316600	4123745.3553590	28.3449930
302487.3337030	4123745.3056770	28.3449920
302487.3358330	4123745.2546510	28.3449910
302487.3379640	4123745.2042360	28.3449900
302487.3400940	4123745.1546760	28.3449890
302487.3422300	4123745.1058480	28.3449880
302487.3444790	4123745.0551880	28.3449870
302487.3468020	4123745.0040410	28.3449860
302487.3491250	4123744.9541140	28.3449850
302487.3514510	4123744.9051640	28.3449850
302487.3538580	4123744.8558480	28.3449840
302487.3564590	4123744.8039680	28.3449840
302487.3590650	4123744.7537970	28.3449840
302487.3638850	4123744.6770150	28.3450520
302487.3163190	4123744.6744510	28.3450520
302487.2681890	4123744.6717660	28.3450520
302487.2195120	4123744.6689580	28.3450510
302487.1703080	4123744.6662720	28.3450510
302487.1205930	4123744.6635870	28.3450500
302487.0703800	4123744.6607790	28.3450500
302487.0196940	4123744.6579720	28.3450490
302486.9685460	4123744.6550420	28.3450490
302486.9169550	4123744.6522340	28.3450480
302486.8649390	4123744.6493050	28.3450470
302486.8160250	4123744.6466190	28.3450470
302486.7672660	4123744.6439340	28.3450460
302486.7181860	4123744.6412480	28.3450460
302486.6687970	4123744.6384400	28.3450450
302486.6191140	4123744.6357550	28.3450450
302486.5691500	4123744.6329470	28.3450440
302486.5189210	4123744.6301400	28.3450440
302486.4684380	4123744.6274540	28.3450430
302486.4177120	4123744.6246460	28.3450430
302486.3667630	4123744.6218390	28.3450420
302486.3156000	4123744.6190310	28.3450420
302486.2662110	4123744.6162240	28.3450410
302486.2168200	4123744.6135380	28.3450400
302486.1672730	4123744.6108530	28.3450400
302486.1175750	4123744.6080450	28.3450390
302486.0677440	4123744.6053590	28.3450390
302486.0177900	4123744.6025520	28.3450380
302485.9677240	4123744.5997440	28.3450380
302485.9175610	4123744.5970590	28.3450370
302485.8673060	4123744.5942510	28.3450370
302485.8169790	4123744.5915650	28.3450360
302485.7665870	4123744.5886360	28.3450350
302485.7163970	4123744.5859500	28.3450350
302485.6664360	4123744.5831430	28.3450340
302485.6164460	4123744.5804570	28.3450340
302485.5664410	4123744.5776490	28.3450330
302485.5164300	4123744.5748420	28.3450330
302485.4664310	4123744.5721560	28.3450320
302485.4164470	4123744.5693490	28.3450310
302485.3664940	4123744.5666630	28.3450310
302485.3165840	4123744.5638550	28.3450300
302485.2667260	4123744.5611700	28.3450300
302485.2169370	4123744.5583620	28.3450290
302485.1672200	4123744.5556770	28.3450290
302485.1166180	4123744.5528690	28.3450280
302485.0660520	4123744.5500620	28.3450270
302485.0156030	4123744.5472540	28.3450270
302484.9652830	4123744.5444460	28.3450260
302484.9151030	4123744.5417610	28.3450260
302484.8650790	4123744.5389530	28.3450250
302484.8152200	4123744.5361460	28.3450250
302484.7655400	4123744.5334600	28.3450240
302484.7160480	4123744.5307740	28.3450240
302484.6667600	4123744.5279670	28.3450230
302484.6176900	4123744.5252810	28.3450220
302484.5671680	4123744.5224740	28.3450220
