<Property>
LANETYPE = 212
LANECODE = 03
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302354.039000	4123316.922000	28.447000
302354.036000	4123316.922000	28.447000
302353.376000	4123316.919000	28.449000
302351.876000	4123316.911000	28.454000
302350.376000	4123316.903000	28.460000
302348.876000	4123316.895000	28.464000
302347.376000	4123316.886000	28.468000
302344.376000	4123316.869000	28.477000
302342.876000	4123316.860000	28.482000
302341.376000	4123316.852000	28.486000
302339.814000	4123316.843000	28.491000
302338.314000	4123316.845000	28.492000
302336.814000	4123316.847000	28.493000
302336.241000	4123316.848000	28.493000
302333.612000	4123316.817000	28.498000
302330.983000	4123316.787000	28.504000
302328.569000	4123316.720000	28.534000
302325.575000	4123316.535000	28.538000
302323.614000	4123316.397000	28.540000
302321.654000	4123316.260000	28.542000
302319.713000	4123316.119000	28.544000
302316.723000	4123315.867000	28.546000
302316.653000	4123315.861000	28.546000
302313.685000	4123315.419000	28.548000
302311.477000	4123315.090000	28.549000
302309.999000	4123314.834000	28.551000
302308.521000	4123314.578000	28.552000
302307.406000	4123314.385000	28.553000
302305.941000	4123314.060000	28.557000
302304.477000	4123313.734000	28.560000
302304.376000	4123313.712000	28.560000
302301.501000	4123312.856000	28.560000
302300.616000	4123312.620000	28.524000
302299.435000	4123312.204000	28.509000
302296.646000	4123311.214000	28.511000
302294.927000	4123310.533000	28.504000
302293.508000	4123309.964000	28.502000
302292.089000	4123309.395000	28.500000
302289.404000	4123308.307000	28.507000
302286.818000	4123307.197000	28.501000
302284.874000	4123306.198000	28.500000
302283.477000	4123305.461000	28.495000
302282.080000	4123304.724000	28.489000
302280.999000	4123304.145000	28.481000
302279.157000	4123303.099000	28.482000
302277.135000	4123301.894000	28.474000
302275.097000	4123300.586000	28.476000
302273.878000	4123299.761000	28.477000
302272.243000	4123298.582000	28.485000
302270.016000	4123296.880000	28.492000
302267.945000	4123295.286000	28.491000
302266.141000	4123293.848000	28.493000
302264.759000	4123292.634000	28.490000
302262.981000	4123291.072000	28.488000
302261.812000	4123289.973000	28.492000
302260.643000	4123288.873000	28.496000
302258.981000	4123287.270000	28.499000
302257.384000	4123285.698000	28.509000
302255.687000	4123283.911000	28.510000
302253.878000	4123281.887000	28.508000
302252.222000	4123279.768000	28.501000
302250.914000	4123278.039000	28.492000
302249.399000	4123276.019000	28.491000
302247.884000	4123273.806000	28.490000
302247.037000	4123272.536000	28.491000
302246.189000	4123271.265000	28.492000
302245.320000	4123269.885000	28.499000
302244.477000	4123268.484000	28.502000
302243.634000	4123267.082000	28.506000
302242.418000	4123264.894000	28.502000
302241.239000	4123262.701000	28.504000
302240.054000	4123260.313000	28.492000
302239.451000	4123258.915000	28.492000
302238.848000	4123257.516000	28.492000
302238.295000	4123256.091000	28.496000
302237.741000	4123254.666000	28.499000
302236.836000	4123252.181000	28.474000
302236.224000	4123250.491000	28.495000
302235.611000	4123248.800000	28.516000
302235.056000	4123246.890000	28.496000
302234.500000	4123244.979000	28.476000
302233.781000	4123242.119000	28.477000
302233.104000	4123239.212000	28.475000
302232.573000	4123236.606000	28.540000
302232.332000	4123235.125000	28.542000
302232.090000	4123233.645000	28.543000
302231.865000	4123232.262000	28.544000
302231.627000	4123230.781000	28.548000
302231.389000	4123229.300000	28.552000
302231.039000	4123227.120000	28.558000
302230.929000	4123225.624000	28.554000
302230.820000	4123224.128000	28.550000
302230.677000	4123222.174000	28.545000
302230.563000	4123219.177000	28.555000
302230.450000	4123216.179000	28.565000
302230.445000	4123216.055000	28.565000
302230.333000	4123213.057000	28.558000
302230.301000	4123212.219000	28.556000
302230.323000	4123209.220000	28.553000
302230.334000	4123207.720000	28.552000
302230.344000	4123206.220000	28.550000
302230.366000	4123203.220000	28.547000
302230.372000	4123202.412000	28.546000
302230.386000	4123199.412000	28.538000
302230.393000	4123197.912000	28.534000
302230.400000	4123196.412000	28.530000
302230.407000	4123194.912000	28.526000
302230.414000	4123193.412000	28.522000
302230.442000	4123191.319000	28.517000
302230.470000	4123189.227000	28.513000
302230.497000	4123187.134000	28.508000
