<Property>
ROADTYPE = 1
CODE = 5


----------
<Data>
x	y	z
302674.541000	4123762.147000	28.416000
302674.541000	4123762.143000	28.416000
302674.543000	4123760.529000	28.416000
302674.543000	4123760.529000	28.416000
302674.552000	4123758.733000	28.404000
302674.552000	4123758.733000	28.404000
302674.559000	4123756.952000	28.408000
302674.567000	4123755.171000	28.412000
302674.567000	4123755.171000	28.412000
302674.540000	4123753.352000	28.413000
302674.513000	4123751.534000	28.413000
302674.513000	4123751.534000	28.413000
302674.488000	4123750.127000	28.417000
302674.404000	4123747.908000	28.419000
302674.404000	4123747.907000	28.419000
302674.352000	4123746.277000	28.422000
302674.352000	4123746.277000	28.422000
302674.205000	4123744.250000	28.425000
302674.205000	4123744.250000	28.425000
302674.121000	4123742.488000	28.423000
302674.036000	4123740.726000	28.421000
302674.036000	4123740.726000	28.421000
302673.865000	4123739.118000	28.421000
302673.865000	4123739.118000	28.421000
302673.692000	4123736.913000	28.425000
302673.692000	4123736.913000	28.425000
302673.425000	4123735.016000	28.424000
302673.236000	4123733.926000	28.423000
302673.236000	4123733.926000	28.423000
302673.061000	4123733.031000	28.424000
302673.061000	4123733.031000	28.424000
302672.817000	4123731.283000	28.426000
302672.573000	4123729.534000	28.427000
302672.573000	4123729.534000	28.427000
302672.396000	4123728.650000	28.428000
302672.396000	4123728.650000	28.428000
302672.200000	4123727.801000	28.429000
302672.200000	4123727.801000	28.429000
302672.028000	4123727.108000	28.429000
302672.028000	4123727.108000	28.429000
302671.654000	4123725.056000	28.434000
302671.654000	4123725.056000	28.434000
302671.466000	4123724.314000	28.433000
302671.466000	4123724.314000	28.433000
302671.316000	4123723.763000	28.434000
302671.316000	4123723.763000	28.434000
302671.259000	4123723.554000	28.433000
302671.170000	4123723.228000	28.434000
302671.116000	4123723.024000	28.434000
302670.848000	4123722.013000	28.438000
302670.381000	4123720.253000	28.439000
302669.915000	4123718.493000	28.439000
302669.613000	4123717.355000	28.447000
302669.428000	4123716.658000	28.451000
302669.261000	4123716.144000	28.453000
302669.044000	4123715.477000	28.454000
302668.244000	4123713.025000	28.455000
302667.794000	4123711.642000	28.462000
302667.747000	4123711.499000	28.467000
302667.400000	4123710.435000	28.469000
302667.322000	4123710.195000	28.470000
302666.799000	4123708.851000	28.470000
302666.223000	4123707.370000	28.474000
302665.647000	4123705.888000	28.478000
302665.352000	4123705.132000	28.479000
302665.080000	4123704.432000	28.480000
302664.862000	4123703.872000	28.483000
302664.862000	4123703.872000	28.483000
302664.862000	4123703.872000	28.483000
302664.858000	4123703.860000	28.483000
