<Property>
LANETYPE = 212
LANECODE = 03
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302663.601000	4124239.249000	28.478000
302663.618000	4124237.669000	28.476000
302663.649000	4124234.669000	28.473000
302663.656000	4124234.044000	28.472000
302663.669000	4124231.044000	28.470000
302663.682000	4124228.044000	28.467000
302663.696000	4124225.044000	28.465000
302663.702000	4124223.483000	28.464000
302663.706000	4124221.983000	28.464000
302663.710000	4124220.483000	28.464000
302663.717000	4124217.483000	28.465000
302663.720000	4124215.983000	28.465000
302663.724000	4124214.483000	28.466000
302663.725000	4124213.805000	28.466000
302663.731000	4124212.305000	28.466000
302663.737000	4124210.805000	28.466000
302663.749000	4124207.805000	28.466000
302663.755000	4124206.305000	28.466000
302663.761000	4124204.805000	28.466000
302663.766000	4124203.589000	28.466000
302663.798000	4124200.589000	28.472000
302663.831000	4124197.589000	28.478000
302663.863000	4124194.589000	28.484000
302663.870000	4124193.973000	28.485000
302663.882000	4124190.973000	28.489000
302663.895000	4124187.973000	28.493000
302663.908000	4124184.973000	28.497000
302663.915000	4124183.213000	28.500000
302663.925000	4124180.213000	28.497000
302663.934000	4124177.213000	28.495000
302663.944000	4124174.213000	28.492000
302663.945000	4124173.813000	28.492000
302663.959000	4124170.813000	28.494000
302663.972000	4124167.813000	28.495000
302663.985000	4124164.813000	28.497000
302663.990000	4124163.737000	28.498000
302664.004000	4124160.737000	28.487000
302664.018000	4124157.737000	28.475000
302664.032000	4124154.737000	28.464000
302664.037000	4124153.772000	28.461000
302664.045000	4124152.272000	28.459000
302664.053000	4124150.772000	28.457000
302664.069000	4124147.772000	28.454000
302664.085000	4124144.772000	28.451000
302664.090000	4124143.824000	28.450000
302664.099000	4124142.324000	28.451000
302664.108000	4124140.824000	28.452000
302664.127000	4124137.824000	28.454000
302664.129000	4124137.444000	28.454000
