<Property>
LANETYPE = 212
LANECODE = 03
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302573.350000	4123072.412000	28.514000
302570.864000	4123071.607000	28.506000
302570.397000	4123071.391000	28.505000
302567.673000	4123070.134000	28.501000
302566.821000	4123069.677000	28.501000
302565.190000	4123068.727000	28.505000
302562.798000	4123067.325000	28.506000
302560.665000	4123065.939000	28.506000
302558.604000	4123064.182000	28.515000
302556.984000	4123062.342000	28.513000
302555.735000	4123060.704000	28.509000
302554.279000	4123058.516000	28.509000
302553.819000	4123057.777000	28.507000
302552.676000	4123055.982000	28.485000
302551.718000	4123054.076000	28.475000
302550.602000	4123051.777000	28.479000
302549.823000	4123050.309000	28.494000
302548.718000	4123047.741000	28.491000
302548.135000	4123045.463000	28.488000
302547.586000	4123042.681000	28.487000
302547.223000	4123040.658000	28.480000
302546.917000	4123038.623000	28.469000
302546.689000	4123036.274000	28.467000
302546.595000	4123034.286000	28.457000
302546.532000	4123031.876000	28.444000
302546.531000	4123029.914000	28.461000
302546.579000	4123027.775000	28.445000
302546.621000	4123026.094000	28.447000
302546.663000	4123024.413000	28.450000
302546.776000	4123021.611000	28.460000
302546.852000	4123019.331000	28.457000
302546.915000	4123017.386000	28.458000
302546.977000	4123014.542000	28.449000
302547.018000	4123012.894000	28.445000
302547.059000	4123011.245000	28.442000
302547.080000	4123008.936000	28.440000
302547.102000	4123006.628000	28.438000
302547.124000	4123004.319000	28.436000
302547.048000	4123002.013000	28.437000
