<Property>
LANETYPE = 121
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302578.037480	4124126.426104	28.394000
302575.918000	4124126.409000	28.473000
302573.905000	4124126.384000	28.482000
302571.782000	4124126.376000	28.483000
302570.110000	4124126.369000	28.483000
302568.267000	4124126.361000	28.484000
302566.337000	4124126.353000	28.485000
302564.216000	4124126.344000	28.486000
302562.321000	4124126.336000	28.487000
302560.466000	4124126.328000	28.488000
302558.575000	4124126.321000	28.489000
302556.642000	4124126.312000	28.490000
302554.915000	4124126.305000	28.491000
302553.293000	4124126.298000	28.491000
302553.227000	4124126.298000	28.492000
