<Property>
LANETYPE = 212
LANECODE = 03
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302667.631000	4124137.459000	28.491000
302667.638000	4124135.627000	28.492000
302667.645000	4124133.794000	28.493000
302667.659000	4124131.272000	28.494000
302667.674000	4124128.751000	28.495000
302667.689000	4124126.229000	28.496000
302667.703000	4124123.708000	28.497000
302667.715000	4124121.233000	28.497000
302667.727000	4124118.758000	28.497000
302667.738000	4124116.283000	28.497000
302667.750000	4124113.808000	28.497000
302667.761000	4124111.318000	28.495000
302667.773000	4124108.828000	28.493000
302667.784000	4124106.339000	28.491000
302667.795000	4124103.849000	28.489000
302667.804000	4124101.382000	28.493000
302667.812000	4124098.914000	28.497000
302667.821000	4124096.447000	28.501000
302667.829000	4124093.980000	28.504000
302667.847000	4124091.437000	28.508000
302667.865000	4124088.894000	28.512000
302667.882000	4124086.351000	28.516000
302667.900000	4124083.808000	28.520000
302667.918000	4124081.356000	28.522000
302667.936000	4124078.904000	28.523000
302667.954000	4124076.451000	28.525000
302667.973000	4124073.999000	28.527000
302667.981000	4124071.508000	28.527000
302667.989000	4124069.018000	28.527000
302667.998000	4124066.527000	28.527000
302668.006000	4124064.037000	28.528000
302668.020000	4124061.277000	28.528000
302668.034000	4124058.517000	28.528000
302668.049000	4124055.758000	28.528000
302668.063000	4124052.998000	28.528000
302668.070000	4124050.706000	28.527000
302668.078000	4124048.414000	28.526000
302668.085000	4124046.122000	28.524000
302668.093000	4124043.831000	28.523000
302668.109000	4124041.384000	28.520000
302668.125000	4124038.937000	28.517000
302668.141000	4124036.491000	28.513000
302668.157000	4124034.044000	28.510000
302668.163000	4124031.603000	28.508000
302668.170000	4124029.162000	28.507000
302668.176000	4124026.722000	28.505000
302668.183000	4124024.281000	28.503000
302668.199000	4124021.669000	28.504000
302668.215000	4124019.056000	28.504000
302668.231000	4124016.444000	28.505000
302668.246000	4124013.832000	28.505000
302668.257000	4124011.402000	28.509000
302668.268000	4124008.972000	28.512000
302668.279000	4124006.543000	28.515000
302668.290000	4124004.113000	28.519000
302668.302000	4124001.688000	28.519000
302668.314000	4123999.263000	28.520000
302668.326000	4123996.838000	28.520000
302668.338000	4123994.413000	28.521000
