<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302153.112000	4122590.783000	29.140000
302152.831000	4122590.831000	29.140000
302151.353000	4122591.087000	29.140000
302149.875000	4122591.343000	29.139000
302148.397000	4122591.599000	29.139000
302146.919000	4122591.855000	29.139000
302145.441000	4122592.111000	29.139000
302143.963000	4122592.367000	29.139000
302142.485000	4122592.623000	29.138000
302141.007000	4122592.879000	29.138000
302139.529000	4122593.135000	29.138000
302138.051000	4122593.391000	29.138000
302135.095000	4122593.903000	29.138000
302133.617000	4122594.158000	29.137000
302132.139000	4122594.414000	29.137000
302130.661000	4122594.670000	29.137000
302129.183000	4122594.926000	29.137000
302126.227000	4122595.438000	29.136000
302124.749000	4122595.694000	29.136000
302123.271000	4122595.950000	29.136000
302120.315000	4122596.462000	29.136000
302120.296000	4122596.465000	29.136000
302117.340000	4122596.977000	29.137000
302115.862000	4122597.233000	29.138000
302114.384000	4122597.489000	29.138000
302112.906000	4122597.745000	29.139000
302111.428000	4122598.001000	29.140000
302108.472000	4122598.513000	29.141000
302105.516000	4122599.025000	29.142000
302102.560000	4122599.537000	29.143000
302101.082000	4122599.793000	29.144000
302099.604000	4122600.050000	29.145000
302096.649000	4122600.562000	29.146000
302093.693000	4122601.074000	29.147000
302090.737000	4122601.586000	29.149000
