<Property>
LANETYPE = 211
LANECODE = 07
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302546.804000	4124121.922000	28.495000
302548.884000	4124121.930000	28.473000
302550.964000	4124121.938000	28.452000
302553.044000	4124121.946000	28.431000
