302494.4848010	4123760.0061160	28.3450520
302494.4862090	4123759.9570440	28.3450510
302494.4876090	4123759.9074830	28.3450500
302494.4890050	4123759.8575570	28.3450480
302494.4903970	4123759.8071420	28.3450470
302494.4917780	4123759.7562380	28.3450450
302494.4931130	4123759.7068000	28.3450430
302494.4944410	4123759.6571170	28.3450420
302494.4957640	4123759.6071900	28.3450400
302494.4970800	4123759.5570200	28.3450380
302494.4983960	4123759.5064820	28.3450370
302494.4996930	4123759.4565560	28.3450350
302494.5009830	4123759.4067510	28.3450330
302494.5022650	4123759.3567020	28.3450320
302494.5035460	4123759.3067750	28.3450300
302494.5048280	4123759.2566040	28.3450280
302494.5061020	4123759.2064340	28.3450260
302494.5073760	4123759.1563850	28.3450240
302494.5086500	4123759.1063360	28.3450230
302494.5099210	4123759.0564090	28.3450210
302494.5111950	4123759.0063600	28.3450190
302494.5124690	4123758.9565560	28.3450170
302494.5137540	4123758.9061410	28.3450160
302494.5150480	4123758.8560920	28.3450140
302494.5163370	4123758.8059210	28.3450120
302494.5176300	4123758.7559940	28.3450100
302494.5189270	4123758.7063120	28.3450090
302494.5202430	4123758.6561410	28.3450070
302494.5215780	4123758.6057260	28.3450050
302494.5229210	4123758.5555550	28.3450040
302494.5242640	4123758.5056280	28.3450020
302494.5256140	4123758.4560670	28.3450010
302494.5269880	4123758.4062630	28.3449990
302494.5284070	4123758.3554810	28.3449970
302494.5298300	4123758.3051880	28.3449960
302494.5312600	4123758.2553840	28.3449950
302494.5326980	4123758.2059450	28.3449930
302494.5341710	4123758.1562630	28.3449920
302494.5357160	4123758.1052370	28.3449910
302494.5372720	4123758.0547000	28.3449900
302494.5388360	4123758.0051400	28.3449890
302494.5404120	4123757.9563120	28.3449880
302494.5420820	4123757.9056520	28.3449870
302494.5438180	4123757.8545050	28.3449860
302494.5455690	4123757.8044560	28.3449850
302494.5473350	4123757.7556280	28.3449850
302494.5491780	4123757.7061890	28.3449840
302494.5511840	4123757.6544320	28.3449840
302494.5532140	4123757.6041390	28.3449840
302494.5571310	4123757.5274790	28.3450520
302494.5095390	4123757.5254030	28.3450520
302494.4613820	4123757.5233280	28.3450520
302494.4126760	4123757.5211310	28.3450510
302494.3634440	4123757.5190560	28.3450510
302494.3137000	4123757.5167360	28.3450500
302494.2634610	4123757.5145390	28.3450500
302494.2127440	4123757.5123420	28.3450490
302494.1615660	4123757.5101450	28.3450490
302494.1099500	4123757.5078250	28.3450480
302494.0579020	4123757.5055060	28.3450470
302494.0089590	4123757.5034310	28.3450470
302493.9601730	4123757.5012330	28.3450460
302493.9110630	4123757.4990360	28.3450460
302493.8616470	4123757.4968390	28.3450450
302493.8119380	4123757.4947640	28.3450450
302493.7619460	4123757.4925660	28.3450440
302493.7116880	4123757.4903690	28.3450440
302493.6611730	4123757.4881720	28.3450430
302493.6104230	4123757.4858530	28.3450430
302493.5594430	4123757.4836550	28.3450420
302493.5082500	4123757.4814580	28.3450420
302493.4588340	4123757.4792610	28.3450410
302493.4094150	4123757.4771860	28.3450400
302493.3598390	4123757.4749880	28.3450400
302493.3101140	4123757.4727910	28.3450390
302493.2602560	4123757.4705940	28.3450390
302493.2102720	4123757.4683960	28.3450380
302493.1601820	4123757.4661990	28.3450380
302493.1099840	4123757.4640020	28.3450370
302493.0597020	4123757.4618050	28.3450370
302493.0093480	4123757.4596070	28.3450360
302492.9589300	4123757.4574100	28.3450350
302492.9087090	4123757.4552130	28.3450350
302492.8587180	4123757.4530160	28.3450340
302492.8086990	4123757.4509400	28.3450340
302492.7586690	4123757.4487430	28.3450330
302492.7086280	4123757.4465460	28.3450330
302492.6586020	4123757.4443490	28.3450320
302492.6085880	4123757.4421510	28.3450310
302492.5586080	4123757.4399540	28.3450310
302492.5086690	4123757.4377570	28.3450300
302492.4587850	4123757.4355600	28.3450300
302492.4089650	4123757.4334840	28.3450290
302492.3592210	4123757.4312870	28.3450290
302492.3085920	4123757.4289680	28.3450280
302492.2579940	4123757.4267710	28.3450270
302492.2075180	4123757.4245730	28.3450270
302492.1571720	4123757.4224980	28.3450260
302492.1069630	4123757.4203010	28.3450260
302492.0569100	4123757.4181040	28.3450250
302492.0070220	4123757.4159060	28.3450250
302491.9573120	4123757.4137090	28.3450240
302491.9077960	4123757.4115120	28.3450240
302491.8584790	4123757.4094370	28.3450230
302491.8093800	4123757.4072390	28.3450220
302491.7588300	4123757.4050420	28.3450220
302491.7075120	4123757.4027230	28.3450210
302491.6564780	4123757.4005250	28.3450210
302491.6057400	4123757.3983280	28.3450200
302491.5553100	4123757.3961310	28.3450200
302491.5052100	4123757.3938120	28.3450190
302491.4554490	4123757.3916140	28.3450190
302491.4060430	4123757.3895390	28.3450180
302491.3570070	4123757.3873420	28.3450180
302491.3083540	4123757.3852670	28.3450170
302491.2601020	4123757.3831910	28.3450170
302491.2080730	4123757.3807500	28.3450160
302491.1561020	4123757.3785530	28.3450160
302491.1046610	4123757.3762330	28.3450150
302491.0537760	4123757.3740360	28.3450150
302491.0034660	4123757.3718390	28.3450140
302490.9537490	4123757.3696420	28.3450140
302490.9046460	4123757.3674440	28.3450130
302490.8561710	4123757.3652470	28.3450130
302490.8083500	4123757.3631720	28.3450120
302490.7602160	4123757.3610970	28.3450120
302490.7066330	4123757.3586550	28.3450110
302490.6539960	4123757.3563360	28.3450110
302490.6023410	4123757.3540170	28.3450100
302490.5516920	4123757.3516970	28.3450100
302490.5020810	4123757.3495000	28.3450100
302490.4535380	4123757.3474250	28.3450090
302490.4060900	4123757.3452280	28.3450090
302490.3597700	4123757.3431520	28.3450090
302490.3071790	4123757.3408330	28.3450080
302490.2528310	4123757.3382700	28.3450080
302490.2003850	4123757.3359500	28.3450080
302490.1499050	4123757.3336310	28.3450080
302490.1014410	4123757.3314340	28.3450070
302490.0550500	4123757.3293580	28.3450070
302490.0107960	4123757.3272830	28.3450070
302489.9533560	4123757.3245980	28.3450070
302489.8985430	4123757.3220340	28.3450070
302489.8485040	4123757.3195930	28.3450070
302489.7674680	4123757.3808720	28.3449840
302489.7654310	4123757.4306770	28.3449840
302489.7634130	4123757.4823130	28.3449840
302489.7615130	4123757.5327280	28.3449850
302489.7597430	4123757.5813120	28.3449850
302489.7579850	4123757.6309940	28.3449860
302489.7562400	4123757.6818970	28.3449870
302489.7545170	4123757.7334110	28.3449870
302489.7529340	4123757.7819950	28.3449880
302489.7513620	4123757.8314340	28.3449890
302489.7497950	4123757.8816040	28.3449900
302489.7482360	4123757.9325080	28.3449920
302489.7467180	4123757.9830450	28.3449930
302489.7452680	4123758.0321170	28.3449940
302489.7438230	4123758.0818000	28.3449950
302489.7423850	4123758.1319710	28.3449970
302489.7409520	4123758.1826300	28.3449980
302489.7395370	4123758.2331670	28.3450000
302489.7381730	4123758.2824830	28.3450010
302489.7368130	4123758.3321660	28.3450030
302489.7354570	4123758.3823370	28.3450050
302489.7341050	4123758.4326300	28.3450060
302489.7327510	4123758.4832890	28.3450080
302489.7314380	4123758.5329720	28.3450090
302489.7301260	4123758.5826540	28.3450110
302489.7288180	4123758.6327030	28.3450130
302489.7275090	4123758.6827520	28.3450150
302489.7262030	4123758.7330450	28.3450160
302489.7249040	4123758.7830940	28.3450180
302489.7236160	4123758.8330210	28.3450200
302489.7223250	4123758.8830690	28.3450210
302489.7210360	4123758.9331180	28.3450230
302489.7197460	4123758.9831670	28.3450250
302489.7184550	4123759.0330940	28.3450270
302489.7171580	4123759.0832650	28.3450280
302489.7158610	4123759.1334360	28.3450300
302489.7145620	4123759.1834840	28.3450320
302489.7132610	4123759.2334110	28.3450340
302489.7119600	4123759.2832160	28.3450350
302489.7106420	4123759.3332650	28.3450370
302489.7093090	4123759.3838020	28.3450390
302489.7079740	4123759.4339730	28.3450400
302489.7066350	4123759.4838990	28.3450420
302489.7052960	4123759.5334600	28.3450440
302489.7039400	4123759.5830210	28.3450450
302489.7025420	4123759.6339240	28.3450470
302489.7011380	4123759.6843390	28.3450480
302489.6997290	4123759.7342660	28.3450500
302489.6983150	4123759.7838260	28.3450510
302489.6968960	4123759.8327760	28.3450520
302489.7728680	4123759.8426640	28.3450060
302489.8222150	4123759.8448610	28.3450060
302489.8763530	4123759.8471810	28.3450060
302489.9351200	4123759.8495000	28.3450060
302489.9797290	4123759.8513310	28.3450060
302490.0258360	4123759.8532840	28.3450060
302490.0740250	4123759.8551150	28.3450060
302490.1242450	4123759.8570680	28.3450060
302490.1764360	4123759.8590210	28.3450070
302490.2305360	4123759.8610970	28.3450070
302490.2844260	4123759.8630500	28.3450070
302490.3306130	4123759.8647590	28.3450070
302490.3779260	4123759.8664680	28.3450080
302490.4263440	4123759.8682990	28.3450080
302490.4758340	4123759.8701300	28.3450090
302490.5263700	4123759.8718390	28.3450090
302490.5779160	4123759.8737920	28.3450100
302490.6304440	4123759.8756230	28.3450100
