<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302493.810000	4124461.300000	28.416000
302493.830000	4124461.575000	28.416000
302493.989000	4124462.886000	28.485000
