<Property>
LANETYPE = 222
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
301966.318000	4124358.968000	29.046000
301966.304000	4124361.796000	29.047000
301966.290000	4124364.625000	29.049000
301966.276000	4124367.454000	29.051000
301966.263000	4124370.282000	29.053000
301966.249000	4124373.111000	29.054000
301966.235000	4124375.939000	29.056000
301966.221000	4124378.768000	29.058000
301966.207000	4124381.596000	29.060000
301966.194000	4124384.425000	29.061000
301966.180000	4124387.254000	29.063000
301966.166000	4124390.082000	29.065000
