<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302181.982000	4122493.622000	29.199000
302180.262000	4122493.917000	29.196000
302177.305000	4122494.424000	29.191000
302174.348000	4122494.931000	29.185000
302171.392000	4122495.438000	29.180000
302171.270000	4122495.460000	29.180000
302168.319000	4122495.999000	29.184000
302165.367000	4122496.537000	29.188000
302162.416000	4122497.075000	29.191000
302159.465000	4122497.613000	29.195000
302156.513000	4122498.151000	29.199000
