<Property>
LANETYPE = 212
LANECODE = 03
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302004.947000	4123649.791000	28.963000
302004.940000	4123651.232000	28.961000
302004.925000	4123654.232000	28.958000
302004.909000	4123657.232000	28.954000
302004.895000	4123659.866000	28.952000
302004.890000	4123662.866000	28.951000
302004.884000	4123665.866000	28.951000
302004.878000	4123668.866000	28.950000
302004.872000	4123671.866000	28.950000
302004.866000	4123674.866000	28.949000
302004.861000	4123677.866000	28.949000
302004.855000	4123680.866000	28.948000
302004.849000	4123683.866000	28.948000
302004.843000	4123686.866000	28.947000
302004.843000	4123686.866000	28.947000
302004.837000	4123689.866000	28.947000
302004.832000	4123692.866000	28.946000
302004.826000	4123695.866000	28.946000
302004.823000	4123697.225000	28.945000
302004.804000	4123699.477000	28.946000
302004.779000	4123702.477000	28.946000
302004.754000	4123705.477000	28.946000
302004.729000	4123708.477000	28.947000
302004.703000	4123711.477000	28.947000
302004.678000	4123714.477000	28.947000
302004.678000	4123714.477000	28.947000
302004.653000	4123717.476000	28.948000
302004.628000	4123720.476000	28.948000
302004.621000	4123721.615000	28.948000
302004.603000	4123724.615000	28.948000
302004.585000	4123727.615000	28.947000
302004.585000	4123727.615000	28.947000
302004.568000	4123730.615000	28.947000
302004.550000	4123733.615000	28.947000
302004.532000	4123736.615000	28.947000
302004.532000	4123736.615000	28.947000
302004.514000	4123739.614000	28.946000
302004.496000	4123742.614000	28.946000
302004.496000	4123742.614000	28.946000
302004.478000	4123745.614000	28.946000
302004.461000	4123748.614000	28.946000
302004.443000	4123751.614000	28.945000
302004.443000	4123751.614000	28.945000
302004.425000	4123754.614000	28.945000
302004.425000	4123754.627000	28.945000
302004.408000	4123757.627000	28.946000
302004.408000	4123757.627000	28.946000
302004.390000	4123760.627000	28.947000
302004.390000	4123760.627000	28.947000
302004.373000	4123763.626000	28.947000
302004.373000	4123763.626000	28.947000
302004.355000	4123766.626000	28.948000
302004.338000	4123769.626000	28.949000
302004.338000	4123769.626000	28.949000
302004.321000	4123772.626000	28.950000
302004.321000	4123772.626000	28.950000
302004.303000	4123775.626000	28.950000
302004.303000	4123775.626000	28.950000
302004.286000	4123778.626000	28.951000
302004.286000	4123778.626000	28.951000
302004.268000	4123781.626000	28.952000
302004.251000	4123784.626000	28.953000
302004.251000	4123784.626000	28.953000
302004.234000	4123787.626000	28.953000
302004.234000	4123787.626000	28.953000
302004.216000	4123790.626000	28.954000
302004.216000	4123790.626000	28.954000
302004.199000	4123793.626000	28.955000
302004.199000	4123793.626000	28.955000
302004.181000	4123796.626000	28.956000
302004.181000	4123796.626000	28.956000
302004.164000	4123799.626000	28.956000
302004.146000	4123802.626000	28.957000
302004.146000	4123802.626000	28.957000
302004.129000	4123805.626000	28.958000
302004.129000	4123805.626000	28.958000
302004.112000	4123808.626000	28.958000
302004.112000	4123808.626000	28.958000
302004.094000	4123811.626000	28.959000
302004.094000	4123811.626000	28.959000
302004.077000	4123814.626000	28.960000
302004.059000	4123817.626000	28.961000
302004.059000	4123817.626000	28.961000
302004.042000	4123820.626000	28.961000
302004.042000	4123820.626000	28.961000
302004.025000	4123823.625000	28.962000
302004.025000	4123823.625000	28.962000
302004.007000	4123826.625000	28.963000
302004.007000	4123826.625000	28.963000
302003.990000	4123829.625000	28.964000
302003.990000	4123829.625000	28.964000
302003.972000	4123832.625000	28.964000
302003.955000	4123835.625000	28.965000
302003.955000	4123835.625000	28.965000
302003.938000	4123838.625000	28.966000
302003.938000	4123838.625000	28.966000
302003.931000	4123840.456000	28.966000
302003.921000	4123843.456000	28.967000
302003.910000	4123846.456000	28.968000
302003.899000	4123849.456000	28.969000
302003.899000	4123849.456000	28.969000
302003.889000	4123852.456000	28.970000
302003.878000	4123855.456000	28.971000
302003.868000	4123858.456000	28.971000
302003.857000	4123861.456000	28.972000
302003.857000	4123861.456000	28.972000
302003.846000	4123864.456000	28.973000
302003.836000	4123867.456000	28.974000
302003.832000	4123868.596000	28.974000
