<Property>
ROADTYPE = 1
CODE = 5


----------
<Data>
x	y	z
302721.519000	4123428.726000	28.978000
302721.519000	4123428.725000	28.978000
302721.503000	4123428.342000	28.974000
302721.498000	4123428.231000	28.974000
302721.476000	4123427.880000	28.974000
302721.436000	4123427.212000	28.969000
302721.405000	4123426.721000	28.967000
302721.263000	4123426.038000	28.964000
302721.113000	4123425.318000	28.961000
302721.103000	4123425.277000	28.961000
302720.883000	4123424.328000	28.956000
302720.758000	4123423.792000	28.954000
302720.428000	4123422.685000	28.949000
302720.286000	4123422.207000	28.950000
302720.280000	4123422.189000	28.950000
302719.994000	4123421.588000	28.957000
302719.994000	4123421.588000	28.957000
302719.426000	4123420.173000	28.978000
302719.426000	4123420.173000	28.978000
302719.077000	4123419.382000	28.972000
302719.077000	4123419.382000	28.972000
302718.610000	4123418.421000	28.972000
302718.610000	4123418.421000	28.972000
302717.527000	4123416.130000	28.970000
302717.527000	4123416.130000	28.970000
302717.126000	4123415.382000	28.972000
302716.701000	4123414.591000	28.974000
302716.585000	4123414.373000	28.974000
302716.162000	4123413.644000	28.975000
302716.039000	4123413.432000	28.975000
302716.039000	4123413.432000	28.975000
302715.950000	4123413.293000	28.975000
302715.950000	4123413.293000	28.975000
302715.563000	4123412.677000	28.970000
302715.563000	4123412.677000	28.970000
302715.031000	4123411.847000	28.969000
302714.754000	4123411.414000	28.966000
302714.565000	4123411.114000	28.964000
302714.290000	4123410.678000	28.964000
302714.290000	4123410.678000	28.964000
302713.881000	4123410.079000	28.962000
302713.472000	4123409.480000	28.958000
302713.425000	4123409.413000	28.958000
302713.011000	4123408.816000	28.956000
302712.857000	4123408.595000	28.955000
302712.857000	4123408.595000	28.955000
302712.545000	4123408.176000	28.962000
302712.520000	4123408.143000	28.962000
302712.195000	4123407.743000	28.962000
302711.869000	4123407.342000	28.969000
302711.869000	4123407.342000	28.969000
302711.417000	4123406.737000	28.969000
302710.972000	4123406.140000	28.968000
302710.703000	4123405.785000	28.967000
302710.255000	4123405.193000	28.967000
302710.255000	4123405.193000	28.967000
302710.017000	4123404.901000	28.967000
302710.017000	4123404.901000	28.967000
302709.268000	4123403.955000	28.978000
302709.268000	4123403.955000	28.978000
302708.319000	4123402.794000	28.978000
302708.319000	4123402.794000	28.978000
302707.901000	4123402.335000	28.978000
302707.483000	4123401.877000	28.978000
302707.483000	4123401.877000	28.978000
302706.685000	4123401.032000	28.976000
302706.684000	4123401.032000	28.976000
302706.515000	4123400.867000	28.977000
302706.515000	4123400.867000	28.977000
302705.978000	4123400.344000	28.977000
302705.440000	4123399.821000	28.979000
302705.119000	4123399.511000	28.980000
302704.578000	4123398.988000	28.980000
302704.578000	4123398.988000	28.980000
302704.554000	4123398.968000	28.980000
302704.554000	4123398.968000	28.980000
302703.409000	4123397.999000	28.973000
302703.409000	4123397.999000	28.973000
302702.451000	4123397.189000	28.966000
302702.451000	4123397.189000	28.966000
302702.218000	4123397.021000	28.966000
302702.218000	4123397.021000	28.966000
302701.633000	4123396.586000	28.952000
302701.049000	4123396.150000	28.951000
302700.981000	4123396.101000	28.951000
302700.387000	4123395.673000	28.936000
302699.831000	4123395.273000	28.935000
302699.831000	4123395.273000	28.935000
302698.856000	4123394.573000	28.947000
302698.856000	4123394.573000	28.947000
302698.290000	4123394.223000	28.941000
302698.290000	4123394.223000	28.941000
302697.496000	4123393.707000	28.933000
302697.207000	4123393.520000	28.937000
302696.392000	4123393.016000	28.946000
302695.931000	4123392.731000	28.941000
302695.931000	4123392.731000	28.941000
302695.752000	4123392.636000	28.943000
302695.752000	4123392.636000	28.943000
302694.717000	4123392.101000	28.941000
302694.717000	4123392.101000	28.941000
302693.940000	4123391.687000	28.951000
302693.393000	4123391.396000	28.945000
302693.187000	4123391.300000	28.942000
302692.635000	4123391.042000	28.948000
302692.635000	4123391.042000	28.948000
302692.090000	4123390.809000	28.949000
302691.811000	4123390.689000	28.945000
302691.263000	4123390.473000	28.938000
302690.715000	4123390.256000	28.938000
302690.167000	4123390.040000	28.938000
302689.619000	4123389.823000	28.937000
302689.404000	4123389.744000	28.937000
302688.849000	4123389.540000	28.937000
302688.849000	4123389.540000	28.937000
302688.158000	4123389.293000	28.937000
302687.617000	4123389.100000	28.936000
302687.368000	4123389.025000	28.936000
302686.825000	4123388.862000	28.935000
302686.033000	4123388.624000	28.934000
302686.033000	4123388.624000	28.934000
302685.254000	4123388.391000	28.933000
302684.976000	4123388.307000	28.933000
302684.555000	4123388.209000	28.932000
302684.276000	4123388.144000	28.931000
302683.577000	4123387.981000	28.929000
302683.469000	4123387.954000	28.928000
302682.774000	4123387.785000	28.927000
302682.774000	4123387.785000	28.927000
302682.008000	4123387.618000	28.929000
302682.008000	4123387.618000	28.929000
302680.333000	4123387.339000	28.927000
302680.333000	4123387.339000	28.927000
302679.636000	4123387.225000	28.928000
302679.404000	4123387.187000	28.928000
302679.404000	4123387.187000	28.928000
302678.794000	4123387.137000	28.927000
302678.517000	4123387.106000	28.927000
302677.901000	4123387.039000	28.923000
302677.326000	4123386.975000	28.923000
302677.008000	4123386.940000	28.923000
302676.427000	4123386.889000	28.922000
302676.427000	4123386.889000	28.922000
302675.557000	4123386.826000	28.920000
302675.557000	4123386.826000	28.920000
302674.535000	4123386.772000	28.924000
302674.535000	4123386.772000	28.924000
302672.260000	4123386.599000	28.904000
302672.260000	4123386.599000	28.904000
302671.358000	4123386.577000	28.890000
302670.972000	4123386.568000	28.884000
302670.972000	4123386.568000	28.884000
302668.786000	4123386.448000	28.859000
302668.786000	4123386.448000	28.859000
302667.835000	4123386.421000	28.840000
302667.518000	4123386.412000	28.833000
302667.518000	4123386.412000	28.833000
302666.517000	4123386.411000	28.818000
302666.517000	4123386.411000	28.818000
302665.561000	4123386.382000	28.802000
302665.152000	4123386.369000	28.795000
302664.743000	4123386.357000	28.788000
302664.212000	4123386.357000	28.779000
302663.800000	4123386.357000	28.772000
302663.458000	4123386.358000	28.766000
302663.458000	4123386.358000	28.766000
302662.836000	4123386.342000	28.754000
302662.213000	4123386.326000	28.742000
302661.871000	4123386.324000	28.736000
302661.245000	4123386.319000	28.723000
302660.761000	4123386.316000	28.714000
302660.761000	4123386.316000	28.714000
302659.844000	4123386.300000	28.700000
302659.540000	4123386.295000	28.695000
302657.326000	4123386.265000	28.653000
302657.023000	4123386.260000	28.649000
302657.023000	4123386.260000	28.649000
302656.147000	4123386.260000	28.631000
302655.172000	4123386.260000	28.619000
302655.159000	4123386.260000	28.618000
302654.182000	4123386.256000	28.599000
302653.694000	4123386.253000	28.593000
302653.205000	4123386.251000	28.585000
302652.773000	4123386.248000	28.578000
302652.285000	4123386.245000	28.571000
302651.979000	4123386.242000	28.566000
302651.979000	4123386.242000	28.566000
302651.025000	4123386.236000	28.561000
302650.954000	4123386.235000	28.560000
302650.007000	4123386.227000	28.550000
302649.978000	4123386.227000	28.550000
302649.044000	4123386.209000	28.545000
302648.903000	4123386.206000	28.544000
302648.084000	4123386.212000	28.537000
302647.628000	4123386.215000	28.535000
302647.452000	4123386.217000	28.533000
302647.172000	4123386.218000	28.532000
302646.101000	4123386.223000	28.526000
