<Property>
ROADTYPE = 1
CODE = 5


----------
<Data>
x	y	z
302209.528000	4122832.604000	29.012000
302209.347000	4122832.893000	29.010000
302209.131000	4122833.241000	29.008000
302209.131000	4122833.241000	29.008000
302208.404000	4122834.459000	29.013000
302208.387000	4122834.490000	29.013000
302208.193000	4122834.836000	28.997000
302207.893000	4122835.374000	28.984000
302207.893000	4122835.374000	28.984000
302207.211000	4122837.031000	28.973000
302206.783000	4122838.069000	28.951000
302206.783000	4122838.069000	28.951000
302206.550000	4122838.782000	28.946000
302206.311000	4122839.515000	28.942000
302206.056000	4122840.204000	28.939000
302205.802000	4122840.894000	28.934000
302205.802000	4122840.894000	28.934000
302205.524000	4122841.977000	28.937000
302205.524000	4122841.977000	28.937000
302205.160000	4122843.426000	28.930000
302205.160000	4122843.426000	28.930000
302204.932000	4122844.453000	28.927000
302204.932000	4122844.453000	28.927000
302204.815000	4122845.015000	28.924000
302204.699000	4122845.578000	28.924000
302204.605000	4122846.116000	28.924000
302204.507000	4122846.675000	28.921000
302204.507000	4122846.675000	28.921000
302204.346000	4122847.601000	28.924000
302204.346000	4122847.601000	28.924000
302204.153000	4122848.793000	28.923000
302204.153000	4122848.793000	28.923000
302204.069000	4122849.388000	28.922000
302204.069000	4122849.388000	28.922000
302203.984000	4122849.985000	28.923000
302203.878000	4122850.729000	28.921000
302203.809000	4122851.337000	28.919000
302203.740000	4122851.944000	28.920000
302203.740000	4122851.944000	28.920000
302203.702000	4122852.835000	28.917000
302203.702000	4122852.835000	28.917000
302203.581000	4122854.201000	28.887000
302203.581000	4122854.201000	28.887000
302203.570000	4122854.962000	28.882000
302203.542000	4122856.935000	28.898000
302203.542000	4122856.935000	28.898000
302203.541000	4122857.838000	28.889000
302203.541000	4122857.904000	28.890000
302203.535000	4122858.228000	28.893000
