<Property>
LANETYPE = 111
LANECODE = 01
BARRIER = 99
CODE = 1
----------
<Data>
x	y	z
302674.686000	4124137.488000	28.499000
302674.687000	4124137.252000	28.499000
302674.700000	4124134.544000	28.501000
302674.713000	4124131.835000	28.503000
302674.720000	4124129.929000	28.505000
302674.727000	4124128.023000	28.507000
302674.739000	4124126.198000	28.509000
302674.751000	4124124.373000	28.512000
302674.766000	4124121.677000	28.514000
302674.782000	4124118.981000	28.516000
302674.789000	4124116.752000	28.516000
302674.796000	4124114.523000	28.517000
302674.794000	4124111.749000	28.516000
302674.792000	4124108.975000	28.515000
302674.808000	4124107.031000	28.511000
302674.824000	4124105.087000	28.508000
302674.824000	4124102.954000	28.507000
302674.825000	4124100.821000	28.507000
302674.835000	4124098.883000	28.507000
302674.845000	4124096.944000	28.507000
302674.855000	4124094.615000	28.508000
302674.864000	4124092.286000	28.509000
302674.874000	4124090.092000	28.512000
302674.884000	4124087.899000	28.514000
302674.894000	4124085.705000	28.516000
302674.911000	4124082.898000	28.522000
302674.927000	4124080.090000	28.527000
302674.942000	4124077.752000	28.529000
302674.957000	4124075.415000	28.530000
302674.969000	4124072.691000	28.529000
302674.980000	4124069.967000	28.527000
302674.991000	4124067.869000	28.528000
302675.003000	4124065.772000	28.529000
302675.014000	4124063.674000	28.530000
302675.031000	4124060.850000	28.529000
302675.047000	4124058.025000	28.528000
302675.061000	4124055.533000	28.526000
302675.076000	4124053.042000	28.524000
302675.093000	4124050.367000	28.525000
302675.110000	4124047.692000	28.525000
302675.124000	4124044.883000	28.521000
302675.139000	4124042.074000	28.517000
302675.140000	4124040.225000	28.515000
302675.141000	4124038.375000	28.513000
302675.162000	4124035.992000	28.508000
302675.183000	4124033.610000	28.502000
302675.203000	4124031.186000	28.503000
302675.224000	4124028.763000	28.503000
302675.240000	4124026.506000	28.500000
302675.257000	4124024.249000	28.497000
302675.261000	4124021.751000	28.497000
302675.264000	4124019.254000	28.497000
302675.411000	4124017.912000	28.497000
302675.546000	4124016.002000	28.495000
302675.680000	4124014.091000	28.494000
302675.829000	4124012.133000	28.493000
302675.977000	4124010.176000	28.492000
302676.112000	4124008.914000	28.490000
