-86.5215532619	-527.649032739
-86.4238111802	-527.48423782
-86.3636228866	-527.382553245
-86.2982599561	-527.272079614
-86.2308561633	-527.158188014
-86.1649458245	-527.046981961
-86.0998613667	-526.937240747
-86.0351393062	-526.82810989
-85.9659368825	-526.71165481
-85.8890135115	-526.581894068
-85.8059751812	-526.441513205
-85.7157041872	-526.288559111
-85.6173136069	-526.12181106
-85.5127298658	-525.944320826
-85.4004518818	-525.754013206
-85.282621604	-525.549911649
-85.1665022187	-525.347152856
-85.0553858111	-525.155014185
-84.9489805528	-524.971176296
-84.840200645	-524.783065939
-84.7237074208	-524.581283718
-84.6015589077	-524.369247582
-84.4725496601	-524.145004417
-84.3352701491	-523.90599075
-84.1919977489	-523.654525904
-84.0419409109	-523.392318871
-83.8853838274	-523.118637232
-83.7214739153	-522.83226028
-83.5686647724	-522.536605985
-83.4245397866	-522.257553247
-83.2881090469	-521.996933131
-83.1557066267	-521.74278274
-83.0193826995	-521.481552269
-82.8766443548	-521.208358915
-82.7260896996	-520.918808131
-82.5707018216	-520.621078635
-82.4097692794	-520.312362819
-82.2300321876	-520.005355985
-82.0485441509	-519.690780787
-81.8639280631	-519.369125513
-81.6705534291	-519.031601098
-81.4694979022	-518.683212428
-81.2617838202	-518.322738797
-81.0573541953	-517.968979028
-80.8591902077	-517.627060086
-80.6611158677	-517.284774927
-80.4578382795	-516.933456572
-80.2489664399	-516.571884302
-80.033764107	-516.199203638
-79.8097803417	-515.811142115
-79.5846006706	-515.421615746
-79.3514234838	-515.017807154
-79.1132128061	-514.605819847
-78.8701116877	-514.185775906
-78.6201097791	-513.753647
-78.3689195937	-513.318588406
-78.1117212586	-512.873886254
-77.8501818025	-512.421249538
-77.5801203098	-511.953720241
-77.3102342907	-511.486190941
-77.0307390509	-511.001815945
-76.7497198419	-510.514267114
-76.4650995565	-510.019271998
-76.1901571588	-509.541488797
-75.9285280526	-509.087265162
-75.6688597045	-508.635849145
-75.4062139817	-508.179306178
-75.1468651107	-507.728744652
-74.8983251873	-507.29698196
-74.6495315863	-506.864364771
-74.4038126296	-506.436874537
-74.1710760427	-506.0316011
-73.9443714442	-505.637313989
-73.7139112792	-505.235702661
-73.4924318604	-504.850326684
-73.2828714666	-504.485092312
-73.077101929	-504.126083521
-72.8636638951	-503.753524927
-72.6435148534	-503.369003444
-72.4408514332	-503.015365745
-72.2499763798	-502.682357933
-72.0844461756	-502.364364773
-71.9325859368	-502.068100122
-71.7863132777	-501.786728053
-71.6481497117	-501.521225123
-71.510404808	-501.256698752
-71.3660356818	-500.978988797
-71.2153274848	-500.689438014
-71.0574266746	-500.386581572
-70.8921758973	-500.068710474
-70.7211887682	-499.739730984
-70.5464155492	-499.403427274
-70.3616354296	-499.047348171
-70.1743509597	-498.686630397
-69.9767448728	-498.306015161
-69.7780077298	-497.923080592
-69.5860359497	-497.553573756
-69.4059107141	-497.207260278
-69.232925637	-496.874496607
-69.0714123073	-496.564071805
-68.9175855925	-496.268539575
-68.7679836579	-496.003402859
-68.6298506088	-495.752792503
-68.499302131	-495.514755397
-68.3760320967	-495.289779812
-68.2585556331	-495.075668484
-68.1340820609	-494.849350121
-68.0041744537	-494.613266137
-67.8686983414	-494.366928252
-67.7235915483	-494.103622585
-67.5725877126	-493.830185086
-67.4137961708	-493.542343288
-67.2481109918	-493.240707545
-67.0738880478	-492.923935085
-66.8966228791	-492.601303248
-66.7137834862	-492.268539575
-66.5253240905	-491.925644068
-66.33045457	-491.57115188
-66.1268808671	-491.200912624
-65.9173176108	-490.819564965
-65.7027013146	-490.428817898
-65.4813563656	-490.025985865
-65.2555425009	-489.614975122
-65.0242845837	-489.194076686
-64.789530021	-488.766464382
-64.5557043382	-488.340805203
-64.3333656617	-487.935409694
-64.122848732	-487.551498563
-63.9208891212	-487.183090355
-63.7165567706	-486.810775903
-63.5093014071	-486.433090355
-63.2949240025	-486.042221217
-63.075423462	-485.641830594
-62.8504526456	-485.231552271
-62.6204149566	-484.811996607
-62.3853771519	-484.383773951
-62.1422684017	-483.940902854
-61.8959123921	-483.49205032
-61.6419203109	-483.029159691
-61.3881857236	-482.566269066
-61.13089202	-482.096420435
-60.8682052917	-481.616928248
-60.603506311	-481.13365188
-60.3321811972	-480.638778835
-60.0572578749	-480.137680199
-59.7809669795	-479.633896022
-59.4981834727	-479.118026879
-59.217263443	-478.605697782
-58.9319670016	-478.085678247
-58.6457817378	-477.564071803
-58.3542253796	-477.032577663
-58.0587055511	-476.493881373
-57.7644293153	-475.95762649
-57.4661772087	-475.413803247
-57.1691152865	-474.869980004
-56.8712770758	-474.324081569
-56.5716268846	-473.775741725
-56.2728292762	-473.231186061
-55.9741022434	-472.68821731
-55.6719934783	-472.138778834
-55.3725817039	-471.593734886
-55.0751001664	-471.052108913
-54.7936365431	-470.53880325
-54.5240480724	-470.046493678
-54.2695600829	-469.581527857
-54.0280802081	-469.140487816
-53.7956354435	-468.7158052
-53.5735857325	-468.309799339
-53.3512136774	-467.90306106
-53.1228067697	-467.483993677
-52.885212166	-467.047104028
-52.6483709636	-466.612045438
-52.4219744024	-466.195785667
-52.2018301327	-465.811264189
-51.9924394917	-465.446273948
-51.7958109205	-465.104965356
-51.6097071021	-464.783676299
-51.4292146992	-464.472885279
-51.2460825271	-464.156723168
-51.0565149604	-463.828842312
-50.8590853057	-463.485580591
-50.6551210706	-463.129623559
-50.4468424163	-462.766098172
-50.2325937569	-462.392929224
-50.0081598577	-462.002792507
-49.778915628	-461.60484329
-49.5435850448	-461.196151879
-49.3016531299	-460.776352076
-49.0519926381	-460.343124536
-48.8002435989	-459.906112819
-48.5425302811	-459.458847196
-48.2815210661	-459.005966332
-48.0174658119	-458.547348171
-47.7472040481	-458.078109888
-47.4709379499	-457.598251493
-47.1945116349	-457.118637231
-46.9147341079	-456.633285669
-46.6293985671	-456.138534695
-46.3411981905	-455.63792434
-46.0513765643	-455.13450637
-45.7512857756	-454.61314407
-45.4528543772	-454.095321805
-45.154762489	-453.578231959
-44.8534357368	-453.055526879
-44.5476190869	-452.525497585
-44.2399980858	-451.992416529
-43.934005959	-451.462265162
-43.6212827995	-450.919906764
-43.3101637193	-450.380844264
-42.9955828019	-449.835922389
-42.6854555433	-449.296493679
-42.3762342753	-448.755600123
-42.0673906619	-448.216415554
-41.7726843175	-447.70372024
-41.4919035273	-447.21531692
-41.2146837538	-446.731674342
-40.938232642	-446.249374536
-40.657806617	-445.760116726
-40.373256905	-445.263900903
-40.0840608898	-444.759628442
-39.7933618843	-444.252792505
-39.4952509241	-443.733261256
-39.194954141	-443.210067895
-38.8960954967	-442.689438015
-38.5921671205	-442.160019069
-38.2854044281	-441.62632766
-37.9773638077	-441.090561058
-37.6716921148	-440.559066922
-37.3734476382	-440.040390166
-37.0920755694	-439.550644068
-36.8201639471	-439.077133329
-36.549961312	-438.60618606
-36.2888529117	-438.150863793
-36.0438577948	-437.723373562
-35.8008959135	-437.298813011
-35.5667497939	-436.889022976
-35.3441927278	-436.499008325
-35.1286089256	-436.120834497
-34.9044534975	-435.726669461
-34.6779863653	-435.328720241
-34.4480707481	-434.924667508
-34.2323267293	-434.545517112
-34.0258371667	-434.18248001
-33.8641626665	-433.836410672
-33.7468073195	-433.510116722
-33.6265222867	-433.208114768
-33.5120203326	-432.920517116
-33.4044344263	-432.650009302
-33.3034975351	-432.395858911
-33.2086298296	-432.157211453
-33.1160318687	-431.924423367
-33.0204469975	-431.684311063
-32.9285318672	-431.453109888
-32.8497507406	-431.233505395
-32.7933695143	-431.029770043
-32.7293970417	-430.838852072
-32.6670648877	-430.6533052
