303092.59375	4124147.25	-1.5
303092.1875	4124147.25	-1.5
303091.78125	4124147.5	-1.5
303091.34375	4124147.75	-1.5
303090.9375	4124148.0	-1.5
303090.5	4124148.25	-1.5
303090.0625	4124148.5	-1.5
303089.65625	4124148.75	-1.5
303089.21875	4124149.0	-1.5
303088.78125	4124149.25	-1.5
303088.3125	4124149.5	-1.5
303087.875	4124149.5	-1.5
303087.4375	4124149.75	-1.5
303086.96875	4124150.0	-1.5
303086.5	4124150.25	-1.5
303086.0625	4124150.5	-1.5
303085.59375	4124150.75	-1.5
303085.125	4124151.0	-1.5
303084.65625	4124151.25	-1.5
303084.1875	4124151.5	-1.5
303083.78125	4124151.75	-1.5
303083.34375	4124152.0	-1.5
303082.9375	4124152.25	-1.5
303082.5	4124152.5	-1.5
303082.0625	4124152.75	-1.5
303081.625	4124153.0	-1.5
303081.1875	4124153.25	-1.5
303080.75	4124153.25	-1.5
303080.3125	4124153.5	-1.5
303079.875	4124153.75	-1.5
303079.4375	4124154.0	-1.5
303078.96875	4124154.25	-1.5
303078.53125	4124154.5	-1.5
303078.09375	4124154.75	-1.5
303077.625	4124155.0	-1.5
303077.1875	4124155.25	-1.5
303076.71875	4124155.5	-1.5
303076.25	4124155.75	-1.5
303075.8125	4124156.0	-1.5
303075.34375	4124156.25	-1.5
303074.90625	4124156.5	-1.5
303074.46875	4124156.75	-1.5
303074.03125	4124157.0	-1.5
303073.59375	4124157.25	-1.5
303073.15625	4124157.25	-1.5
303072.71875	4124157.5	-1.5
303072.28125	4124157.75	-1.5
303071.84375	4124158.0	-1.5
303071.40625	4124158.25	-1.5
303070.96875	4124158.5	-1.5
303070.53125	4124158.75	-1.5
303070.09375	4124159.0	-1.5
303069.625	4124159.25	-1.5
303069.1875	4124159.5	-1.5
303068.75	4124159.75	-1.5
303068.3125	4124160.0	-1.5
303067.84375	4124160.25	-1.5
303067.40625	4124160.5	-1.5
303066.96875	4124160.75	-1.5
303066.5	4124160.75	-1.5
303066.0625	4124161.0	-1.5
303065.625	4124161.25	-1.5
303065.15625	4124161.5	-1.5
303064.71875	4124161.75	-1.5
303064.28125	4124162.0	-1.5
303063.84375	4124162.25	-1.5
303063.40625	4124162.5	-1.5
303062.96875	4124162.75	-1.5
303062.5	4124163.0	-1.5
303062.0625	4124163.25	-1.5
